,Title,Published_date,Views,Likes,Favorite,Comments,Month
57,Electrochemistry : How Important is This For JEE MAIN 2022🔥🔥,2022-06-10,41302,3085,0,297,Jun
58,GOC - 15 Most Important PYQs in 1 Shot || JEE Main,2022-06-10,38335,2440,0,56,Jun
59,"OSCILLATIONS in 1 Shot | Seene me Aag Lagao !! Boards, JEE Main & Advanced Teeno Niptao",2022-06-10,48257,2420,0,215,Jun
60,Tumhare Sapno Mein Jaan hai??,2022-06-10,41561,4662,0,43,Jun
61,CONTINUITY AND DIFFERENTIABILITY in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-06-09,144766,7688,0,181,Jun
62,"साथ निभाने की ""जिम्मेदारी"" मेरी है!!! 🙏😇",2022-06-09,114952,11583,0,107,Jun
63,Heat And Thermodynamics -15 Most Important PYQs in 1 Shot || JEE Main,2022-06-09,21198,1199,0,222,Jun
64,Surface Chemistry - 15 Most Important PYQs in 1 Shot || JEE Main,2022-06-09,20881,1224,0,194,Jun
65,PW के पास बच्चे क्यों आते है!! 🤔,2022-06-09,117720,13251,0,61,Jun
66,Electrochemistry - 15 Most Important PYQs in 1 Shot || JEE Main,2022-06-08,24353,1249,0,168,Jun
67,BIOMOLECULES in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-06-08,41165,1726,0,187,Jun
68,MATRICES AND DETERMINANTS (PART - 2) in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-06-08,64520,2967,0,104,Jun
69,"आज जो काम करोगे उससे तुम्हारा ""Future"" सुधरेगा!!",2022-06-08,61413,7246,0,26,Jun
70,Sequence And Series - 15 Most Important PYQs in 1 Shot || JEE Main,2022-06-08,23140,1123,0,158,Jun
71,"""Manzil"" ज़रूर मिलेगी!💥",2022-06-08,87139,12159,0,45,Jun
72,MATRICES AND DETERMINANTS (PART - 1) in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-06-07,112228,5014,0,198,Jun
73,"""Manzil"" तो मिल ही जाएगी!💪",2022-06-07,45857,5305,0,26,Jun
74,Chemical Kinetics - 15 Most Important PYQs in 1 Shot || JEE Main,2022-06-07,28212,1564,0,145,Jun
75,"जो सबसे ज्यादा ""Fail"" होगा, वही सबसे ज्यादा ""Success"" करेगा!",2022-06-07,60657,7537,0,46,Jun
76,THERMAL PROPERTIES OF MATTER in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-06-06,23097,926,0,128,Jun
77,Bas Mehnat Karo🔥,2022-06-06,48353,4680,0,26,Jun
78,Mechanical Properties Of Solids And Fluids -15 Most Important PYQs in 1 Shot || JEE Main,2022-06-06,17421,968,0,252,Jun
79,We don't have time!!! 🥺,2022-06-06,63065,8742,0,33,Jun
80,AMINES in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-06-05,34040,1908,0,70,Jun
81,Alakh Sir ने कितने लोगों को रोजगार दिया है? SIGMA RULE 😂,2022-06-05,3204378,311246,0,680,Jun
82,Inverse Trigonometric Functions - 15 Most Important PYQs in 1 Shot || JEE Main,2022-06-05,22031,1091,0,205,Jun
83,"""क्या आप अपने बच्चों को ईमानदारी का पाठ पढ़ाते है?"" Er. Manish Kashyap Asked !!!",2022-06-05,287925,26642,0,124,Jun
84,MECHANICAL PROPERTIES OF FLUIDS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-06-04,39273,2133,0,60,Jun
85,COMPLEX NUMBER (PART - 2) in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-06-04,34866,2057,0,89,Jun
86,Solutions - 15 Most Important PYQs in 1 Shot || JEE Main,2022-06-04,27192,1492,0,243,Jun
87,"""Life"" में ये 3 चीजें कभी मत छोड़ना!!!",2022-06-04,72459,7982,0,104,Jun
88,Er. Manish Kashyap पहुंचे PW Pathshala !!! 🔥,2022-06-04,266968,19270,0,183,Jun
89,You can't Miss This Most Repeated Question of Maths in JEE MAIN 2022 !!! 🔥🔥,2022-06-03,24847,1715,0,296,Jun
90,MATHEMATICAL REASONING in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-06-03,41483,1781,0,180,Jun
91,"18-20 Ghanta"" पढ़ना पड़ेगा!!💥",2022-06-03,203964,31240,0,440,Jun
92,Gravitation -15 Most Important PYQs in 1 Shot || JEE Main,2022-06-03,23475,1274,0,256,Jun
93,STATISTICS in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-06-03,28078,1260,0,170,Jun
94,Permutations And Combinations - 15 Most Important PYQs in 1 Shot || JEE Main,2022-06-03,22755,1110,0,354,Jun
95,ALDEHYDES KETONES AND CARBOXYLIC ACIDS in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-06-02,21253,903,0,151,Jun
96,MECHANICAL PROPERTIES OF SOLIDS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-06-02,22373,977,0,121,Jun
97,"""Most Important Time"" समझो इस बात को 😤",2022-06-02,113586,18492,0,93,Jun
98,The Solid State - 15 Most Important PYQs in 1 Shot || JEE Main,2022-06-02,29614,1566,0,133,Jun
99,COMPLEX NUMBER (PART - 1) in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-06-01,71861,3769,0,213,Jun
100,Shukriya Unka Jinhone Mera Dil Tor Diya🙏,2022-06-01,48572,4949,0,39,Jun
101,Redox and Equivalent Concept - 15 Most Important PYQs in 1 Shot || JEE Main,2022-06-01,16504,847,0,118,Jun
102,HYDROCARBON in 1 Shot (PART 2) | From Zero to Hero | JEE Mains & Advanced,2022-06-01,20255,1012,0,132,Jun
103,Rotational Motion - 15 Most Important PYQs in 1 Shot || JEE Main,2022-05-31,26502,1398,0,346,May
104,अपने इरादे मजबूत रखो!!!,2022-05-31,38411,4698,0,27,May
105,"ALCOHOLS, PHENOLS AND ETHERS in 1 Shot | From Zero to Hero | JEE Mains & Advanced",2022-05-30,33112,1446,0,215,May
106,"""Hardwork"" कभी ""Waste"" नहीं होता 🔥",2022-05-30,87279,11567,0,57,May
107,Complex Numbers - 15 Most Important PYQs in 1 Shot || JEE Main,2022-05-30,30461,1534,0,263,May
108,SOLUTION OF TRIANGLE in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-05-29,43227,2553,0,80,May
109,"""Numbers"" के बारे मे मत सोचो 😰",2022-05-29,75660,10567,0,61,May
110,Know This Trick in Maths For JEE MAIN 2022🔥🔥,2022-05-29,34783,2731,0,286,May
111,Equilibrium - 15 Most Important PYQs in 1 Shot || JEE Main,2022-05-29,25220,1340,0,167,May
112,GRAVITATION in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-28,56357,2287,0,272,May
113,"""KAAM"" है तो, ""JEEVAN"" में नाम है!!🔥",2022-05-28,41329,5847,0,66,May
114,"Work, Energy And Power - 15 Most Important PYQs in 1 Shot || JEE Main",2022-05-28,29020,1481,0,633,May
115,Sabko ₹1000 Milega 💰 Install PW App Now 🔥,2022-05-28,27939,2174,0,58,May
116,HALOALKANES AND HALOARENES in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-05-27,61799,3169,0,197,May
117,Ramlals Ramlals Ramlals!!!,2022-05-27,44781,3977,0,73,May
118,Quadratic Equation - 15 Most Important PYQs in 1 Shot | JEE Main,2022-05-27,40608,1990,0,244,May
119,"WORK, ENERGY AND POWER in 1 Shot | From Zero to Hero | JEE Main & Advanced",2022-05-26,41121,1854,0,213,May
120,Ab Tum Bhi IITian Banoge 🤩💪 #ShunyaSeAlakhTak,2022-05-26,58135,6488,0,74,May
121,Thermodynamics - 15 Most Important PYQs in 1 Shot || JEE Main,2022-05-26,30292,1553,0,176,May
122,INVERSE TRIGNOMETRIC FUNCTIONS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-26,44165,1830,0,283,May
123,PW!!..... EK REVOLUTION 🔥 #ShunyaSeAlakhTak,2022-05-26,40646,4928,0,204,May
124,PW Sabse Unique Hai ! 🤩 #ShunyaSeAlakhTak,2022-05-25,92562,7823,0,282,May
125,PW is The Definition of Success ! 💪 #2SaalBemisaal,2022-05-25,27613,2656,0,60,May
126,Laws of Motion - 15 Most Important PYQs in 1 Shot || JEE Main,2022-05-25,40108,2145,0,764,May
127,An exciting journey with PW🤩 #ShunyaSeAlakhTak,2022-05-24,68834,10934,0,268,May
128,HYDROCARBONS in 1 Shot (PART 1) | From Zero to Hero | JEE Main & Advanced,2022-05-24,63031,2512,0,569,May
129,PW App ke Birthday 🎉 par sabko milega SURPRISE 💫 #2SaalBemisaal,2022-05-24,55597,5380,0,104,May
130,Binomial Theorem - 15 Most Important PYQs in 1 Shot || JEE Main,2022-05-24,38839,1945,0,456,May
131,Upcoming Surprise by Physics Wallah on 26th May!🎉😍 #2SaalBemisaal,2022-05-23,133243,16673,0,269,May
132,COMMUNICATION SYSTEMS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-23,45688,1872,0,138,May
133,This Concept Can Get You 4 Marks For Free 😀,2022-05-23,31658,2638,0,149,May
134,States of Matter - 15 Most Important PYQs in 1 Shot || JEE Main,2022-05-23,27870,1438,0,199,May
135,TRIGONOMETRIC EQUATIONS in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-05-22,59944,3183,0,147,May
136,ठान लो तो ठान लो ⚡,2022-05-22,63855,9222,0,70,May
137,Kinematics - 15 Most Important PYQs in 1 Shot || JEE Main,2022-05-22,49783,2787,0,615,May
138,D AND F BLOCK ELEMENTS  in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-21,53711,2318,0,247,May
139,😱 Madam ko bithaya बाल्टी में 😅? #shorts || PW Pathshala,2022-05-21,48575,2983,0,60,May
140,"ऐसा ""Junoon"" होना चाहिए 🌟",2022-05-21,36258,4535,0,40,May
141,Trigonometric Functions - 15 Most Important PYQs in 1 Shot || JEE Main,2022-05-21,52321,2106,0,406,May
142,"SEMICONDUCTOR in 1 Shot | Seene me Aag Lagao !! Boards, JEE Main & Advanced Teeno Niptao",2022-05-20,137356,4982,0,432,May
143,"""Pain"" से मत डरो ⚡⚡",2022-05-20,288182,34021,0,133,May
144,Structure of Atom - 15 Most Important PYQs in 1 Shot || JEE Main,2022-05-20,47249,2417,0,355,May
145,TRIGONOMETRIC RATIOS AND IDENTITIES in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-05-19,99735,4521,0,280,May
146,"""Success"" लोगो का नजरिया बदल देगी ✨",2022-05-19,66651,9812,0,55,May
147,THE P-BLOCK ELEMENTS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-18,65308,2563,0,270,May
148,Tumhari Umar Ke Bachhe Single Bache Hi Nahi Hai 😂,2022-05-18,310593,33694,0,501,May
149,SETS AND RELATIONS - 15 Most Important PYQs in 1 Shot || JEE Main,2022-05-18,61683,3033,0,1018,May
150,WAVE OPTICS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-17,51227,2082,0,256,May
151,MOLE CONCEPT - 15 Most Important PYQs in 1 Shot || JEE Main,2022-05-17,84990,3599,0,417,May
152,"""Mehfil"" खुद की, चर्चे हमारे😂",2022-05-17,1506467,138865,0,203,May
153,LIMITS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-16,153914,5979,0,626,May
154,Physics ने नचा 🕺 दिया 😅 #shorts || PW Pathshala,2022-05-16,55581,3300,0,30,May
155,"बेटा दिक्कत सबकी ""LIFE"" में है 😞",2022-05-16,53745,7608,0,38,May
156,"Physical World, Units, Measurements and Error - 15 Most Important PYQs in 1 Shot || JEE Main",2022-05-16,88530,5365,0,1311,May
157,METALLURGY in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-15,46468,2045,0,304,May
158,Bachpan की Maths 😂,2022-05-15,1609466,118858,0,909,May
159,ELECTROMAGNETIC WAVE in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-14,58539,2490,0,330,May
160,"कोई भी काम ""Asambhav"" नही ⚡",2022-05-14,101526,13060,0,57,May
161,FUNCTIONS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-13,113701,4428,0,692,May
162,"""Ishq"" का गुरुर तोड़ेंगे 🤫",2022-05-13,61073,8390,0,124,May
163,4 Important PYQs of Vector Must to Know,2022-05-12,31650,1987,0,287,May
164,"दूसरो को ""Excuse"" देना बंद करो 😤",2022-05-12,141047,21738,0,104,May
165,CLASS mein hui PAISE ki WASOOLI🤑😅,2022-05-11,93314,8541,0,81,May
166,"""GIVE UP"" का सोच रहे हो?🤔",2022-05-11,244548,44634,0,279,May
167,Attitude वाली Girlfriend 😂,2022-05-10,69145,8720,0,116,May
168,SURFACE CHEMISTRY in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-09,76789,3250,0,162,May
169,These 8 MARKS Can't be Missed For JEE MAIN 2022🔥🔥,2022-05-08,131883,7973,0,367,May
170,"ALTERNATING CURRENT in 1 Shot | Seene me Aag Lagao !! Boards, JEE Main & Advanced Teeno Niptao",2022-05-07,108581,5428,0,154,May
171,Balloon फुलाने का नया तरीक़ा 😳 #shorts || PW Pathshala Janakpuri,2022-05-07,287877,12010,0,182,May
172,CHEMICAL KINETICS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-06,152259,6105,0,314,May
173,4 Important PYQ’s of JEE Main & Advanced -  Relations & Functions,2022-05-06,83467,6297,0,439,May
174,SETS AND RELATION in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-05,113998,4818,0,265,May
175,ELECTROMAGNETIC INDUCTION in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-04,63808,2843,0,55,May
176,नींबू ke upar lagi AAG 🔥🔥 #PWshorts #shorts,2022-05-04,140988,8956,0,45,May
177,ELECTROCHEMISTRY in 1 Shot |  From Zero to Hero | JEE Main & Advanced,2022-05-03,120026,4999,0,270,May
178,MAGNETISM AND MATTER in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-05-01,113188,5632,0,141,May
179,Apni Qismat Khud Likho ⚡,2022-05-01,56886,7095,0,47,May
180,DIFFERENTIAL EQUATIONS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-04-30,184980,7830,0,321,Apr
181,Lage 440 Volt Chunne se Tere😂,2022-04-30,204444,10390,0,67,Apr
182,Exam Ke Ek Din Phle Kya 🌝,2022-04-30,361026,36203,0,139,Apr
183,You're BORN to Fire 🔥,2022-04-29,361358,38530,0,154,Apr
184,PERMUTATIONS AND COMBINATIONS in 1 Shot (PART - 2) | From Zero to Hero | JEE Mains & Advanced,2022-04-28,80680,3284,0,398,Apr
185,Alakh sir SECRET Suggestion🤫,2022-04-28,1782033,188536,0,365,Apr
186,THE SOLID STATE in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-04-27,179743,7142,0,382,Apr
187,Apni Pareshaniyon ko Batado ki Tumhare Hausle kitne Bade Hai,2022-04-27,70167,10611,0,86,Apr
188,CAPACITANCE in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-04-26,99621,3772,0,205,Apr
189,Reality of LUCK,2022-04-26,226723,31021,0,77,Apr
190,PERMUTATIONS AND COMBINATIONS in 1 Shot (PART - 1) | From Zero to Hero | JEE Mains & Advanced,2022-04-25,88284,4185,0,396,Apr
191,Sab kuch Virasat mein Nahi Milta,2022-04-25,350784,55151,0,168,Apr
192,We'll Fight till end,2022-04-24,106605,14048,0,144,Apr
193,"JEE 2022: 60 Days Master Plan, Just For You ! 🙌🏻",2022-04-23,55459,3542,0,176,Apr
194,Abhi to Jamkar Padho Ekdum,2022-04-23,123280,17208,0,79,Apr
195,Tumhe GIVE-UP Nahi karna hai,2022-04-22,317773,36057,0,137,Apr
196,EQUILIBRIUM in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-04-22,137587,5200,0,370,Apr
197,Wo hamare kisi kaam ke nahi hote !!!,2022-04-21,188783,23755,0,187,Apr
198,UNITS AND MEASUREMENTS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-04-20,140816,5290,0,183,Apr
199,BINOMIAL THEOREM in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-04-19,141130,5960,0,474,Apr
200,STATES OF MATTER in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-04-18,96289,4130,0,173,Apr
201,MOVING CHARGE AND MAGNETISM in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-04-17,210469,10158,0,302,Apr
202,You have 2 Months to Crack JEE !!! JEE Crash Course (PURE ENGLISH) || ₹1800 for Full Course,2022-04-16,29191,1337,0,305,Apr
203,HYPERBOLA in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-04-15,58396,2804,0,97,Apr
204,CLASSIFICATION OF ELEMENTS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-04-14,111308,4537,0,216,Apr
205,CURRENT ELECTRICITY in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-04-13,179127,6308,0,421,Apr
206,JEE Main POSTPONED !! How to Crack JEE Main in 2 Months? LAST CHANCE ⚡,2022-04-09,280093,19061,0,2037,Apr
207,Class 12th | Lakshya JEE 2023 : Solutions 01⚡,2022-04-07,319561,20688,0,1237,Apr
208,Class 12th | Lakshya JEE 2023 : Relations & Functions 01⚡,2022-04-07,388665,29378,0,1144,Apr
209,Now You Have *MORE TIME* For JEE Main 2022📣 | Physics Wallah #Shorts,2022-04-07,76672,8092,0,288,Apr
210,SOLUTIONS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-04-06,145822,5634,0,328,Apr
211,ELECTROSTATICS in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-04-05,355130,11077,0,575,Apr
212,MODERN PHYSICS : Complete Revision in 55 Minutes | Score 90+ in JEE Main Physics,2022-04-05,83026,4714,0,742,Apr
213,PROBABILITY in 1 Shot | From Zero to Hero | JEE Main & Advanced,2022-04-04,360847,14304,0,573,Apr
214,COORDINATION COMPOUND in 1 Shot (PART - 2) | From Zero to Hero | JEE Main & Advanced,2022-04-04,51120,2358,0,91,Apr
215,COORDINATION COMPOUND in 1 Shot (PART - 1) | From Zero to Hero | JEE Mains & Advanced,2022-04-03,148649,6311,0,214,Apr
216,ELLIPSE in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-04-03,46684,1773,0,162,Apr
217,KTG & THERMODYNAMICS in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-04-02,172068,6135,0,403,Apr
218,THERMODYNAMICS in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-04-02,62033,1904,0,138,Apr
219,THERMODYNAMICS in 1 Shot (PART - 2) | From Zero to Hero | JEE Mains & Advanced,2022-03-31,133655,5914,0,224,Mar
220,THERMODYNAMICS in 1 Shot (PART - 1) | From Zero to Hero | JEE Mains & Advanced,2022-03-31,141925,8153,0,238,Mar
221,Introducing Another Chemistry Legend !!! Check Description 💥,2022-03-31,110128,7513,0,507,Mar
222,MODERN PHYSICS in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-03-30,631276,22966,0,814,Mar
223,Bass Shaam Tak Ka Intezaar Karo !!! Check Description 🔥,2022-03-30,117629,7854,0,1046,Mar
224,PARABOLA in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-03-29,124215,5369,0,272,Mar
225,General Organic Chemistry (GOC) in One Shot (PART - 2) From Zero to Hero | JEE Mains & Advanced,2022-03-29,192411,7638,0,386,Mar
226,General Organic Chemistry (GOC) in 1 Shot (PART - 1) From Zero to Hero | JEE Mains & Advanced,2022-03-28,485724,19025,0,652,Mar
227,RAY OPTICS in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-03-27,308851,11110,0,484,Mar
228,CIRCLES in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-03-26,199974,7655,0,385,Mar
229,ROTATIONAL MOTION in 1 Shot | From Zero to Hero | JEE Mains & Advanced 2022,2022-03-26,147805,5643,0,578,Mar
230,CHEMICAL BONDING in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-03-25,324808,12648,0,688,Mar
231,SEQUENCE AND SERIES in 1 Shot (PART - 2) From Zero to Hero | JEE Mains & Advanced,2022-03-24,88472,4397,0,249,Mar
232,STRAIGHT LINES in 1 Shot (PART - 2) From Zero to Hero | JEE Mains & Advanced,2022-03-24,149549,6016,0,398,Mar
233,STRAIGHT LINES in 1 Shot (PART - 1) From Zero to Hero | JEE Mains & Advanced,2022-03-22,282997,11152,0,803,Mar
234,ATOMIC STRUCTURE in 1 Shot (PART - 2) From Zero to Hero | JEE Mains & Advanced,2022-03-22,185163,8513,0,204,Mar
235,ATOMIC STRUCTURE in 1 Shot (PART - 1) From Zero to Hero | JEE Mains & Advanced,2022-03-21,288247,12271,0,519,Mar
236,NEWTON'S LAWS OF MOTION AND FRICTION in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-03-20,313088,13077,0,558,Mar
237,SEQUENCE AND SERIES in 1 Shot (PART - 1) From Zero to Hero | JEE Mains & Advanced,2022-03-19,363469,13764,0,839,Mar
238,KINEMATICS in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-03-17,538894,18024,0,820,Mar
239,MOLE CONCEPT in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-03-15,512157,18421,0,1017,Mar
240,8 Marks Secured!!! 😎 Do These Questions For JEE Main & Advanced 2022 | Physics Wallah,2022-03-15,88819,6461,0,358,Mar
241,QUADRATIC EQUATIONS in 1 Shot | From Zero to Hero | JEE Mains & Advanced,2022-03-14,743964,29434,0,2253,Mar
