yoyo, 138
stubbed, 8
uh, 50
tomtom, 124
elbow, 6
something's, 14
wrong, 62
dad, 278
honey, 54
dear, 100
hit, 38
thumb, 10
working, 188
firetruck, 56
animated, 878
online, 62
series, 206
encourages, 80
creativity, 78
shapes, 584
wellloved, 76
characters, 1954
lights, 114
super, 438
hero, 152
buster's, 46
stuck, 148
slimy, 16
puddle, 22
jail, 64
itsy, 410
bitsy, 404
spider, 386
fire, 272
truck, 596
saves, 32
day, 1376
scout, 82
beach, 292
robot, 468
cat, 144
rescue, 148
rap, 22
busters, 146
zombie, 182
carwash, 216
accidents, 252
happen, 276
mud, 90
rainbow, 242
power, 16
flash, 14
siren, 12
sound, 450
ashley's, 8
icecream, 24
plays, 90
tunes, 52
we'll, 272
soon, 142
iggy's, 4
railway, 12
train, 5664
chuff, 24
smoke, 6
puff, 28
suki's, 4
here's, 46
local, 24
police, 46
car, 668
painted, 34
blue, 324
bright, 132
gold, 40
otis, 4
bulldozer, 12
lifting, 6
loads, 12
he's, 144
doing, 88
fine, 114
dozer's, 4
ambulance, 62
wah, 286
coming, 80
afar, 4
amber's, 10
helpful, 28
jesse, 10
jeep, 8
steep, 4
hills, 16
jesse's, 4
jello, 120
color, 518
songslet's, 16
jiggly, 20
colored, 10
wonderful, 140
shining, 34
orange, 170
yellow, 266
purple, 154
too, 748
three, 1692
primary, 20
use, 166
them, 748
aha, 20
yummy, 378
bold, 4
merry, 188
deep, 18
cool, 104
sunny, 28
timer, 8
wait, 202
secondary, 16
made, 194
those, 42
makes, 318
instead, 24
hues, 4
mixing, 60
itchy, 112
scratchy, 4
mosquito, 22
kidsuh, 2
nico, 24
bite, 22
won't, 86
itching, 2
flavor, 6
superheroes, 34
fireman, 28
policeman, 18
halloween, 5054
toys, 1588
yum, 438
shoulders, 478
knees, 740
toes, 750
snacks, 48
finger, 514
playground, 294
i'm, 494
scratch, 36
buzz, 68
fly, 248
mountains, 56
songsjj, 52
exploring, 22
seeing, 8
beauty, 4
nature, 68
encounter, 4
many, 300
rolling, 70
flowers, 50
daffodils, 8
fireside, 8
low, 86
boom, 332
dee, 278
ah, 146
dah, 140
daisies, 4
groundhogs, 4
breeze, 10
melting, 10
snow, 228
sunbeams, 4
peering, 4
trees, 44
bunnies, 104
butterflies, 6
elephants, 20
white, 84
clouds, 34
floating, 12
cattails, 4
lily, 6
pads, 16
speckled, 402
frogs, 350
grasshoppers, 4
songslearn, 8
enjoy, 2012
even, 192
which, 116
am, 158
put, 350
jumper, 2
trousers, 2
slip, 10
shoes, 200
headphones, 4
ive, 20
pull, 28
socks, 78
songsuh, 8
dirty, 36
work, 508
hose, 38
spray, 76
next, 208
rinse, 114
towels, 12
wax, 12
polish, 72
we're, 504
done, 238
did, 330
mias, 10
songsat, 2
everything, 70
possible, 2
wackier, 4
takes, 82
bear, 244
space, 116
swings, 52
rollercoaster, 2
ziplining, 2
galaxy, 2
oskar, 2
tilde, 2
imaginary, 2
land, 28
real, 74
hey, 162
-, 1750
band, 58
swing, 152
fast, 296
upside, 2
wow, 318
roller, 4
coaster, 2
ride, 344
raindrop, 8
disco, 8
wooooohooooo, 2
welcome, 44
leaflings, 4
bvs, 4
allday, 8
imagine, 16
anything, 150
hmmm, 14
ncb, 2
zip, 10
wire, 2
moon, 126
zippidee, 2
doo, 614
middle, 14
chocolate, 30
milky, 2
guy, 6
small, 130
zipline, 4
giant, 84
mankind, 40
ziiiiiiip, 2
imagination, 8
louder, 2
yeeaaassss, 2
swimming, 178
songsit's, 56
swim, 94
singing, 156
dancing, 216
basic, 8
skills, 20
jump, 374
water, 172
hot, 260
pool, 22
hold, 88
breath, 58
kick, 110
arms, 66
float, 36
blow, 404
bubbles, 144
theme, 18
park, 98
trip, 110
muffin, 180
man, 260
sharks, 86
squad, 32
walking, 24
crazy, 36
saw, 16
inside, 116
hello, 336
heighho, 24
met, 8
shark, 1084
back, 554
found, 156
upon, 16
track, 16
ring, 34
carousel, 2
pretty, 44
horses, 96
let, 336
wave, 120
colorful, 198
bumper, 6
cars, 144
race, 414
drive, 48
bumping, 4
songsold, 6
follow, 112
rishi, 30
organizing, 4
ten, 366
duckies, 108
looby, 78
loo, 74
john, 120
jacob, 54
jingleheimer, 54
schmidt, 54
shape, 114
skidamarink, 216
submarine, 22
traffic, 50
safety, 60
indoors, 32
yay, 666
oooh, 64
teddy, 244
likes, 228
ha, 262
gone, 202
elephant, 120
squash, 60
beans, 70
mousie, 46
broccoli, 70
broccoli's, 18
muddy, 72
trucks, 272
geckos, 114
garage, 178
songsthe, 32
dumper, 24
theyre, 14
covered, 12
gecko, 148
introduce, 14
fixing, 14
including, 450
monster, 824
ambulances, 8
lorries, 8
near, 44
muck, 14
splashing, 54
spraying, 12
yuk, 20
dumped, 2
load, 2
dust, 4
huffed, 2
puffed, 2
four, 254
brum, 6
left, 130
group, 4
drove, 4
straight, 20
poop, 2
pooey, 2
forgot, 6
brake, 2
fell, 268
smelly, 2
lake, 10
bit, 28
far, 130
sticky, 8
tar, 2
squelch, 4
turned, 36
gave, 14
smile, 176
crashed, 2
garbage, 66
pile, 2
stinky, 2
splosh, 30
off, 340
sparkly, 2
shiny, 52
geckosgarage, 4
songstoday, 6
excited, 34
nervous, 20
today's, 18
ok, 72
backpack, 12
greet, 8
games, 36
smiling, 22
cubby, 6
hang, 18
hug, 44
lovingly, 6
goodbye, 24
changes, 20
who's, 96
stealing, 8
candy, 154
bandit, 78
ottis, 12
trail, 26
gotta, 102
him, 182
breaking, 12
law, 16
causing, 36
fuss, 12
tail, 58
gonna, 152
noticed, 10
door, 72
passing, 4
she'll, 54
stolen, 4
broken, 24
clever, 10
followed, 10
ended, 4
gobuster, 466
kidsjj, 4
he'll, 52
need, 348
tomorrow, 16
can't, 126
hmmm..., 28
notebook, 4
balloons, 224
pencil, 4
ball, 256
bottle, 48
jacket, 24
blanket, 8
black, 346
sheep, 476
girl, 36
morning, 134
bandaid, 10
balloon, 324
hurray, 18
boo's, 22
ouchie, 18
arm, 10
foot, 56
bye, 38
heads, 54
bump, 108
dady, 2
hugs, 10
sad, 96
were, 184
brave, 88
laugh, 1054
worry, 126
youll, 66
trick, 822
or, 1166
v, 2826
knock, 230
nearly, 178
yet, 274
fairy, 1002
tale, 118
learns, 160
colours, 166
puddles, 144
vowels, 120
abcs, 1204
s, 1060
birthday, 632
valentines, 74
says, 232
eggs, 160
chicks, 94
crunch, 56
you'll, 188
cabbage, 28
munch, 202
tasty, 42
taekwondo, 112
nap, 88
sale, 64
counting, 326
musical, 146
dinos, 92
harvest, 72
stew, 56
wear, 142
almost, 158
i'll, 276
sunscreen, 50
sunscreen's, 10
rub, 42
bars, 88
why, 80
climb, 94
climbing's, 10
climbing, 14
slide, 174
sliding, 24
sliding's, 10
push, 54
driving, 258
songsmia, 2
after, 262
buckles, 4
seatbelt, 8
road, 96
enough, 22
reaches, 6
another, 140
loves, 122
buckle, 20
seat, 20
belts, 2
vroom, 410
any, 134
thats, 48
close, 48
wont, 42
under, 112
sure, 1882
cartoonsenjoy, 14
wiper, 4
driver, 46
tortoise, 194
hare, 232
songswho's, 4
speedy, 60
slow, 142
story, 302
once, 134
brag, 8
faster, 54
than, 24
plucky, 16
said, 338
"let's, 24
race", 24
"if, 8
there's, 212
lose", 8
came, 158
began, 30
quick, 90
lagging, 16
slowly, 26
crawled, 26
since, 24
quickly, 20
sped, 8
ahead, 34
felt, 40
thought, 14
couldn't, 50
lose, 8
laid, 8
snooze, 20
kept, 32
inching, 24
passed, 10
sleeping, 106
snoring, 12
unaware, 8
determined, 16
reached, 34
sleepy, 64
woke, 10
hares, 8
true, 102
steady, 44
wins, 28
last, 96
mia's, 22
camping, 168
ballet, 30
spaghetti, 14
table, 30
fight, 40
surprise, 66
dinner, 34
knows, 38
mall, 8
ladder, 14
looks, 72
afraid, 60
maybe, 58
spiders, 6
worried, 2
pole, 8
tall, 30
happens, 30
keep, 1080
trying, 66
firepole, 2
easy, 24
peasy, 6
meella, 16
falls, 24
heidi, 6
bad, 102
tell, 180
friend, 344
"howdy, 6
partner"..., 6
boos, 24
"there, 30
lady, 54
"..., 6
"now, 6
yer', 6
talkin, 6
yeeehaw"..., 6
lellobeecityfarm, 54
funny, 180
face, 316
codys, 108
stick, 38
jjs, 86
resolution, 24
pretend, 120
kittens, 376
country, 142
mouse, 338
toy, 124
laughing, 82
hickory, 186
dickory, 188
dock, 186
mary, 148
hair, 62
bathtub, 10
cleanest, 10
kid, 44
filling, 16
tub, 20
kidsten, 4
ferry, 2
seaside, 28
hotel, 2
fishing, 4
woman, 12
feeding, 6
fisherman, 2
meal, 8
cafe, 4
six, 156
seven, 158
eight, 146
nine, 144
yeah, 94
popsicle, 4
kidsit's, 26
popsicles, 142
ingredients, 8
fruit, 276
strawberries, 8
oranges, 10
pineapple, 8
kiwis, 6
blueberries, 8
grapes, 14
lost, 196
glow, 18
coat, 44
paint, 214
shine, 36
colour, 78
pink, 92
uhoh, 10
whos, 18
chuckle, 16
seem, 10
keen, 6
picked, 6
kidsjelly, 2
bean, 62
missing, 36
case, 12
search, 22
hamster, 66
looking, 178
searching, 66
clues, 4
jelly, 66
we've, 72
softest, 18
squeaks, 30
sings, 50
such, 250
feet, 202
cuddly, 10
kidssubscribe, 54
dinosaurs, 210
lollipop, 18
opposites, 64
peekaboo, 232
haircut, 8
dinosaur, 206
littleworld, 6
humpty, 382
dumpty, 336
spooky, 3930
monsters, 438
deck, 128
halls, 128
festive, 48
ocean, 148
excavator, 242
max, 170
vegetable, 54
smoothies, 44
london, 260
bridge, 306
falling, 296
bike, 178
pigs, 212
pirate, 156
loose, 78
brush, 370
teeth, 260
kidsollie, 2
mummy, 178
grandpa, 106
aquarium, 12
before, 146
hide, 192
seek, 176
grandma, 104
kidshow, 2
drop, 20
egg, 260
break, 18
sat, 70
wall, 136
great, 286
king's, 68
men, 238
meoh, 2
luckily, 8
someone, 36
vehicle, 86
hunt, 298
youre, 328
frozen, 70
only, 96
scrape, 8
bang, 16
everything's, 14
bumps, 14
songsits, 38
trains, 64
listening, 66
engine, 74
'neath, 8
tracks, 28
clicka, 20
clacka, 20
chugga, 138
whistle, 8
choo, 314
conductor, 6
"all, 8
aboard", 8
"byebye", 4
memommies, 2
taking, 22
jill, 30
wants, 216
feeds, 6
doll, 20
gives, 34
puts, 12
bugs, 14
wheel, 14
sweetest, 24
girly, 2
moves, 52
smartest, 4
number, 204
danceella, 2
meets, 10
team, 92
long, 172
taste, 32
milk, 54
cold, 90
fresh, 46
drink, 16
meit's, 22
catch, 52
familiar, 12
jobs, 40
career, 40
ants, 140
marching, 136
dog, 206
daughter, 100
ski, 92
wool, 110
sir, 210
bags, 102
full, 1004
master, 64
dame, 48
lives, 74
cartoonsmia, 2
bakes, 4
frosted, 2
cake, 284
herself, 4
breaks, 6
weighs, 2
flour, 2
whisks, 2
mix, 42
pipes, 4
oven, 26
creates, 4
gets, 178
creation, 8
measure, 26
pour, 28
whisk, 10
bake, 78
pipe, 2
fill, 24
spoon, 30
lick, 4
mmm, 10
videosit's, 2
alphabet, 244
c, 118
f, 110
g, 114
h, 110
j, 140
k, 118
m, 110
n, 112
o, 166
q, 110
t, 110
u, 132
w, 124
x, 116
z, 234
abc's, 22
speaks, 2
mebuster, 14
lollipops, 16
creams, 8
however, 20
sugar, 24
sweetness, 6
amber, 16
importance, 24
keeping, 12
originally, 16
amazon, 3088
exclusive, 16
snowy, 40
eats, 38
sore, 6
robin, 38
thinks, 10
frightened, 30
something, 140
forget, 52
toothbrush, 28
every, 1952
isn't, 34
doesn't, 30
healthier, 6
mend, 6
relief, 10
shows, 42
idea, 22
fear, 42
toothpaste, 20
night, 168
videosmom, 2
cartoonssubscribe, 4
playlist, 110
karaokesongs, 2
wheelsonthebus, 18
methe, 12
whole, 74
hula, 4
hoop, 12
sweets, 46
treats, 56
strawberry, 6
blueberry, 4
vanilla, 6
num, 6
fills, 10
tum, 42
chip, 2
bunch, 32
accident, 34
potty, 134
riding, 70
bigger, 20
taller, 22
medance, 8
pizza, 208
signals, 68
blink, 408
motor, 66
"wah, 86
wah", 84
mommies, 74
"shh, 80
shh, 114
shh", 80
daddies, 46
"i, 90
you", 86
mehave, 6
cardboard, 48
meboo, 2
panda, 92
went, 362
mountain, 142
tractor, 72
pat, 202
decorating, 28
cakes, 30
nose, 152
landed, 6
tried, 16
songswatch, 8
washing, 38
remember, 14
scrubadub, 14
club, 18
spend, 38
should, 60
germs, 16
aren't, 6
forgetting, 6
mewhen, 2
thief, 10
robs, 2
store, 2394
mistake, 4
robber, 2
actionpacked, 6
menina, 2
enjoying, 914
mini, 2
friends', 2
patch, 66
tummy, 18
call, 36
nurse, 10
medicine, 32
scraped, 8
wrap, 32
feeling, 88
helped, 10
kidspoor, 2
ollie, 44
sneezing, 78
promises, 2
cough, 20
headache, 20
sneezes, 16
"achoo", 4
away", 26
"blow", 12
"your, 4
"my, 12
feels, 24
sore", 4
poor, 24
baby", 4
"cough", 4
bun, 8
"gulptaking, 8
medicinehoney", 8
sleep", 4
soon", 4
"oo, 4
ow", 4
"aaaah"with, 4
"sigh", 4
"i'm, 8
starting, 124
better", 4
"aw, 4
longer", 4
..., 44
illness, 4
woohoo, 8
breakfast, 136
daisy, 74
bicycle, 48
built, 92
gardening, 34
checkup, 90
costume, 182
piggy, 158
drill, 28
floor, 68
lava, 92
doggy, 64
machine, 84
mothers, 38
floss, 34
flossing, 4
squeeze, 28
brushing, 28
itwow, 4
rinsing, 4
tomtomyoyojj, 4
tomtomyoyojjmom, 4
tops, 8
bottoms, 2
shirt, 2
pants, 8
blouse, 2
skirt, 2
kidsits, 30
scrubs, 2
mepirates, 2
battle, 4
firefighters, 10
dollhouse, 4
crying, 8
bottom, 12
sea, 206
bomb, 4
few, 12
bombs, 2
scary, 252
field, 88
songsyummy, 4
whats, 34
toppings, 10
making, 264
pizzas, 2
"eat, 12
za, 12
pizza", 12
si, 10
mamma, 16
knead, 6
dough, 14
toss, 48
familia, 30
grab, 66
bowl, 6
cut, 26
spread, 8
sauce, 14
swirl, 20
cheese, 30
pepperoni, 6
olives, 14
mushrooms, 6
basil, 6
memei, 2
cook, 4
using, 30
revamp, 2
winter, 176
foods, 26
vegtables, 8
beat, 68
lettuce, 2
throw, 40
tomatoes, 30
sweetcorn, 2
spring, 10
onion, 6
cucumbers, 2
peppers, 4
turnips, 4
beware, 10
erupting, 8
volcano, 18
merita, 2
trouble, 116
desert, 14
travel, 10
closer, 12
dangerous, 12
rita, 10
racecar, 22
headstart, 2
rock, 24
leave, 132
fires, 12
ashley, 16
angry, 38
volcanoes, 4
mecolorful, 2
offer, 2
colourful, 32
sunglasses, 10
hats, 38
runs, 20
into, 270
especially, 12
spots, 6
nothing, 44
dig, 74
altogether, 36
paddling, 6
bucket, 10
spade, 6
sitting, 30
sand, 46
castles, 8
seashells, 18
picnic, 34
cooling, 6
fish, 144
mejj, 6
hana, 8
dul, 8
kya, 28
taekwon, 26
basketball, 54
spirit, 16
levels, 6
punch, 6
backfist, 6
tiger, 6
claw, 18
fist, 10
hard, 120
front, 16
side, 182
roundhouse, 6
strong, 42
meditate, 6
concentrate, 6
form, 24
strike, 24
pose, 8
board, 16
focus, 6
earn, 8
reward, 6
huh, 8
hmm, 2
ahh, 4
byebye, 2
ohohoh, 10
kidsdown, 2
depot, 2
zoom, 44
mebaby, 14
john's, 4
dreaming, 4
airplaine, 8
workers, 4
jack, 88
meshocked, 2
faded, 4
stops, 48
operating, 4
harder, 4
summer, 34
celebrate, 104
sea's, 8
castle, 40
waves, 44
bounce, 152
kite, 68
meits, 8
mei, 36
shoulder, 8
ears, 136
mouth, 132
mane, 6
muzzle, 10
hooves, 24
snout, 12
trotters, 4
wings, 20
beak, 8
trotter, 4
duckie, 2
waddles, 2
sister, 116
skin, 4
fruits, 24
must, 66
johnny, 96
mecome, 8
washed, 26
superstar, 10
tidied, 2
finished, 6
part, 46
meoops, 2
already, 8
brushes, 30
becomes, 16
smoky, 12
medo, 2
skunk, 4
site, 100
till, 28
wakes, 10
discovers, 6
spreading, 12
grey, 20
opening, 8
flies, 14
bloom, 12
kidsthe, 18
families, 16
mereading, 2
cowboy, 36
westerns, 4
brings, 66
fantasy, 14
storybook, 8
book, 40
cowboys, 2
range, 2
riding', 2
dragons, 22
flying, 72
rockets, 4
stars, 24
blast, 26
flight, 4
mars, 4
tales, 830
skipping, 4
forest, 44
birdies, 16
until, 36
memia, 10
chase, 60
flavours, 2
sauces, 2
slurp, 10
tastes, 18
nicest, 12
raspberry, 6
syrup, 2
top, 156
sprinkles, 2
wafer, 2
lips, 2
sundae, 2
single, 32
kidshumpty, 4
siblings, 20
jill's, 2
ballerina, 20
shy, 34
vacation, 12
competition, 4
cross, 168
buns, 138
bestest, 4
mejoin, 8
rides, 30
environment, 4
indoor, 22
easter, 134
mr, 78
golden, 30
whenever, 14
dusty, 2
pump, 2
tires, 28
add, 6
windmills, 2
that'll, 2
awesome, 76
cause, 44
dings, 2
turn, 168
spin, 20
lift, 16
ground, 118
bout, 6
handlebars, 2
steer, 2
pedals, 2
gears, 2
fuel, 4
work..., 2
needs, 32
legs..., 2
mesing, 10
climbed, 16
spout, 34
sunshine, 10
dried, 14
sploshing, 2
drippy, 4
drip, 2
alongbaby, 2
camp, 6
nighttime, 8
dark, 48
zoo, 160
cheeky, 44
chickadee, 2
caught, 98
not..., 12
shadow, 74
painting, 10
barn, 36
paints, 8
ripe, 10
flashing, 16
lemon, 14
frog, 60
turtle, 38
crawling, 12
piano, 10
keys, 10
inbetween, 4
stuff, 24
wide, 18
brown, 20
used, 8
polly, 162
mason, 6
melets, 4
titles, 18
mama, 404
cup, 20
johns, 2
thankfully, 2
prepare, 4
mealtime, 4
lemonade, 12
stand, 56
food, 128
soda, 4
burp, 4
ouch, 6
meaccidents, 2
funky, 2
rendition, 2
handle, 16
hospital, 10
''i'm, 4
okay'', 4
scooter, 4
pappa, 2
believe, 12
official, 54
notices, 4
tries, 28
wake, 60
action, 20
chug, 68
chuga, 74
clickety, 12
suki, 4
snoozing, 4
digger, 26
mehappy, 4
mother's, 4
cares, 18
teaching, 62
mewhile, 6
flat, 6
tire, 2
decides, 6
daddys, 2
helper, 2
fix, 46
ill, 24
vet, 2
nasty, 2
worst, 2
lie, 166
temperature, 8
does, 156
mean, 10
saved, 32
alva, 2
seesaw, 8
favourite, 838
kidswe, 8
month, 8
boats, 46
model, 4
plane, 14
paper, 42
glue, 12
drew, 8
balls, 40
bats, 86
shirts, 4
capes, 4
played, 12
decide, 6
visit, 2176
lions, 24
giraffes, 10
melodies, 2
words, 22
steps, 10
sharing, 268
caring, 24
live, 64
crocodiles, 6
"it's, 2
true", 2
tails, 12
scales, 4
spiky, 4
"woohoo", 2
roar, 44
manes, 2
cubs, 2
claws, 2
"their, 2
neck's, 2
long", 2
spotty, 4
patterns, 4
tallest, 4
highest, 2
lucky, 6
leaves, 32
journey, 24
epic, 2
quest, 12
deliver, 8
mail, 8
skeleton, 32
what's, 156
bag, 28
bring, 178
thanks, 56
camera, 16
kitten, 32
kidsbuster, 18
smarts, 4
finds, 52
rescues, 8
safely, 24
sees, 16
sight, 36
succeed, 14
climbs, 4
cannot, 12
luck, 18
fetches, 4
stays, 8
'cos, 2
mewhat, 6
planet, 30
being, 44
celebrates, 10
protecting, 2
flips, 4
switch, 16
cleans, 6
picks, 8
twists, 4
knob, 4
plastic, 66
reuse, 12
reuses, 4
plant, 26
plants, 22
bears, 18
daycare, 2
doc, 16
heartbeat, 2
achoo, 18
melet's, 2
saving, 10
what'd, 8
broom, 34
cleaned, 4
organised, 2
blows, 8
crawl, 16
hop, 284
finally, 14
enormous, 2
possibly, 2
baskets, 12
thosethose, 2
tied, 8
bow, 28
basket, 10
huge, 20
crack, 10
ones, 44
types, 16
march, 22
grand, 12
solo, 20
guitar, 18
strings, 4
drums, 4
drum, 6
violin, 6
tuba, 6
flute, 10
toot, 30
xylophone, 12
sticks, 20
notes, 18
short, 28
harmonica, 6
smallest, 6
street, 44
entire, 6
guesses, 2
watching, 340
astrounaut, 2
tricks, 24
hi, 48
ho, 162
hopping, 42
lead, 6
most, 810
hippity, 2
