,Title,Description
10,"No Competition, No Progress 💯 #Shorts #PhysicsWallah","📲PW App Link -  
🌐PW Website -  

#PWshorts #Inspiration #PhysicsWallahFoundation #Motivation #Shorts #Shortsfeed #Physicswallah"
11,मंजिल तो खुद की मेहनत से ही मिलती हैं.!! 🔥 💪🏼 😎 #Shorts #PhysicsWallah,"📲PW App Link -  
🌐PW Website -  

#PWshorts #Inspiration #PhysicsWallahFoundation #Motivation #Shorts #Shortsfeed #Physicswallah"
12,Animated Rakshak Sir se seekho Reflection through Plane Mirror | #ConceptChamkega,"📲PW App Link -  
🌐PW Website -  

📌 PHYSICS WALLAH SOCIAL MEDIA PROFILES :

🌐 Twitter :  
🌐 Instagram :  
🌐 Facebook :  
🌐 Telegram  :  

📌 PHYSICS WALLAH OTHER CHANNELS   :

🌐 PhysicsWallah Foundation :   
🌐 Competition Wallah :  
🌐 JEE Wallah :  
🌐 Defence Wallah-NDA :  
🌐 PhysicsWallah Alakh Pandey :  
🌐 PhysicsWallah English :   
🌐 NCERT Wallah :  
🌐 PW - Hindi Medium :  

#ConceptChamkega #PhysicsWallah #PhysicsWallahFoundation #Shorts #ReflectionThroughplainmirror #Physics #Reflection #Rayoptics #experiments #Science"
13,Bas पंखो Se Kuch Nahi Hota..!! ❌️ #Shorts #PhysicsWallah,"📲PW App Link -  
🌐PW Website -  

#PWshorts #Inspiration #PhysicsWallahFoundation #Motivation #Shorts #Shortsfeed #Physicswallah"
14,"Saleeka Jinko ""Sikhaya"" Tha Humne Chalne Ka!! 🤗 #Shorts #PhysicsWallah","📲PW App Link -  
🌐PW Website -  

#PWshorts #Inspiration #PhysicsWallahFoundation #Motivation #Shorts #Shortsfeed #Physicswallah"
15,"Tere ""दुख"" Me Kuch Log, Aur Sukh Me ""जमाना"" Hoga. 💯 #Shorts #PhysicsWallah","📲PW App Link -  
🌐PW Website -  

#PWshorts #Inspiration #PhysicsWallahFoundation #Motivation #Shorts #Shortsfeed #Physicswallah"
16,Class mein ARTIFICIAL सूरज ☀️🌞 || Experiment #Shorts #PhysicsWallah,"📲PW App Link -  
🌐PW Website -  


📌 PHYSICS WALLAH OTHER CHANNELS :

🌐 PhysicsWallah - Alakh Pandey :  
🌐 Competition Wallah :  
🌐 JEE Wallah :  
🌐 PhysicsWallah Foundation :   
🌐 NCERT Wallah :  
🌐 Defence Wallah-NDA :  
🌐 PhysicsWallah English :   
🌐 BSEB Wallah :  


📌 PHYSICS WALLAH SOCIAL MEDIA PROFILES :

🌐 Telegram  :  
🌐 Facebook :  
🌐 Instagram :  
🌐 Twitter :  

#ArtificalSun #ScienceExperiment #PhysicsWallahFoundation #Experiment"
17,"""Bheed"" Me Khada Hona Mera Kaam Nahi Hai..!! 🚫 #Shorts #PhysicsWallah","📲PW App Link -  
🌐PW Website -  

#PWshorts #Inspiration #PhysicsWallahFoundation #Motivation #Shorts #Shortsfeed #Physicswallah"
18,NATIONALISM IN INDIA in 20 Minutes Only !!! 🇮🇳 #HappyIndependenceDay,"📲PW App Link -  
🌐PW Website -  

📎To Know More Unsung Heroes of India Playlist :  
----------------------------------------------------------------------------------------------------------------------
📌 PHYSICS WALLAH OTHER CHANNELS :

🌐 PhysicsWallah - Alakh Pandey :  
🌐 Competition Wallah :  
🌐 JEE Wallah :  
🌐 PhysicsWallah Foundation :   
🌐 NCERT Wallah :  
🌐 Defence Wallah-NDA :  
🌐 PhysicsWallah English :   
🌐 BSEB Wallah :  

📌 PHYSICS WALLAH SOCIAL MEDIA PROFILES :

🌐 Telegram  :  
🌐 Facebook :  
🌐 Instagram :  
🌐 Twitter :  

For any queries or complaints Visit : 
For PW APP :  
For PW Website :  

#SST #Class10 #NationalisminIndia #Azadikaamritmahotsav #PhysicsWallah #Indianfreedomstruggle #Modernhistory #PhysicsWallahFoundation"
19,Unsung Hero | Khudiram Bose | Azadi ka Amrit Mahotsav: 75 Years of Independence,"📲PW App Link -  
🌐PW Website -  

📎To Know More Unsung Heroes of India Playlist :  

#KhudiramBose #Azadikaamritmahotsav #PWshorts #Inspiration #PhysicsWallahFoundation #HargharTiranga #75independenceday #IndianHistory #swatantradiwas #Bharatkeveer #Unsungheroes #Physicswallahfoundation #PWfoundation"
20,Unsung Hero | Captain Laxmi Sehgal | Azadi ka Amrit Mahotsav: 75 Years of Independence,"📲PW App Link -  
🌐PW Website -  

📎To Know More Unsung Heroes of India Playlist :  

#CaptainLaxmiSehgal #Azadikaamritmahotsav #PWshorts #Inspiration #PhysicsWallahFoundation #HargharTiranga #75independenceday #IndianHistory #swatantradiwas #Bharatkeveer #Unsungheroes #Physicswallahfoundation #PWfoundation"
21,Menti Sangram Maths vs Accountancy 🔥 with Commerce Wallah,"Commerce Wallah Channel Link -  

📲PW App Link -  
🌐PW Website -  

----------------------------------------------------------------------------------------------------------------------

📌 PHYSICS WALLAH OTHER CHANNELS :

🌐 PhysicsWallah - Alakh Pandey :  
🌐 Competition Wallah :  
🌐 JEE Wallah :  
🌐 NCERT Wallah :  
🌐 Defence Wallah-NDA :  
🌐 PhysicsWallah English :   
🌐 PW - Hindi Medium :  

📌 PHYSICS WALLAH SOCIAL MEDIA PROFILES :

🌐 Telegram  :  
🌐 Facebook :  
🌐 Instagram :  
🌐 Twitter :  

For any queries or complaints Visit : 
For PW APP :  
For PW Website :  

#Menti #PhysicsWallahFoundation #PhysicsWallah #CommerceWallah #Commerce #MentiSangram #Accounts #Maths #MentiQuiz"
22,Unsung Hero | Kittur Rani Chennamma | Azadi ka Amrit Mahotsav: 75 Years of Independence,"📲PW App Link -  
🌐PW Website -  

📎To Know More Unsung Heroes of India Playlist :  

#KitturRaniChennamma #Azadikaamritmahotsav #PWshorts #Inspiration #PhysicsWallahFoundation #HargharTiranga #75independenceday #IndianHistory #swatantradiwas #Bharatkeveer #Unsungheroes #Physicswallahfoundation #PWfoundation"
23,Why should you choose COMMERCE?? 🤨,"Commerce Wallah Channel Link -  

📲PW App Link -  
🌐PW Website -  

----------------------------------------------------------------------------------------------------------------------

📌 PHYSICS WALLAH OTHER CHANNELS :

🌐 PhysicsWallah - Alakh Pandey :  
🌐 Competition Wallah :  
🌐 JEE Wallah :  
🌐 NCERT Wallah :  
🌐 Defence Wallah-NDA :  
🌐 PhysicsWallah English :   
🌐 PW - Hindi Medium :  

📌 PHYSICS WALLAH SOCIAL MEDIA PROFILES :

🌐 Telegram  :  
🌐 Facebook :  
🌐 Instagram :  
🌐 Twitter :  

For any queries or complaints Visit : 
For PW APP :  
For PW Website :  

#Menti #PhysicsWallahFoundation #PhysicsWallah #CommerceWallah #Commerce #MentiSangram #Accounts #Maths #MentiQuizCommerce Wallah Channel Link -  

📲PW App Link -  
🌐PW Website -  

----------------------------------------------------------------------------------------------------------------------

📌 PHYSICS WALLAH OTHER CHANNELS :

🌐 PhysicsWallah - Alakh Pandey :  
🌐 Competition Wallah :  
🌐 JEE Wallah :  
🌐 NCERT Wallah :  
🌐 Defence Wallah-NDA :  
🌐 PhysicsWallah English :   
🌐 PW - Hindi Medium :  

📌 PHYSICS WALLAH SOCIAL MEDIA PROFILES :

🌐 Telegram  :  
🌐 Facebook :  
🌐 Instagram :  
🌐 Twitter :  

For any queries or complaints Visit : 
For PW APP :  
For PW Website :  

#Commerce #PhysicsWallahFoundation #PhysicsWallah #CommerceWallah #Career_options_after_10th_in_commerce"
24,"एक ही चीज को बार-बार करने से ""खतरनाक"" परिणाम आते है!! 🔥 #Shorts #PhysicsWallah","📲PW App Link -  
🌐PW Website -  

#PWshorts #Inspiration #PhysicsWallahFoundation #Motivation #Shorts #Shortsfeed #Physicswallah"
25,Unsung Hero | Bhikaji Cama | Azadi ka Amrit Mahotsav: 75 Years of Independence,"📲PW App Link -  
🌐PW Website -  

📎To Know More Unsung Heroes of India Playlist :  

#BhikajiCama #Azadikaamritmahotsav #PWshorts #Inspiration #PhysicsWallahFoundation #HargharTiranga #75independenceday #IndianHistory #swatantradiwas #Bharatkeveer #Unsungheroes #Physicswallahfoundation #PWfoundation"
26,Unsung Hero | Rani Velu Nachiyar | Azadi ka Amrit Mahotsav: 75 Years of Independence,"📲PW App Link -  
🌐PW Website -  

📎To Know More Unsung Heroes of India Playlist :  

#Velunachiyar #Azadikaamritmahotsav #PWshorts #Inspiration #PhysicsWallahFoundation #HargharTiranga #75independenceday #IndianHistory #swatantradiwas #Bharatkeveer #Unsungheroes #Physicswallahfoundation #PWfoundation"
27,The Most Awaited COMMERCE Batch 🔥 Check Description !!,Commerce Wallah Channel Link -  
28,Dont Make Excuse's In Life!!! 🤗 #Shorts #PhysicsWallah,"📲PW App Link -  
🌐PW Website -  

#PWshorts #Inspiration #Physicswallahfoundation #Motivation #Shorts #Shortsfeed #Physicswallah"
29,"WE'RE HIRING ⚡ Faculties for Class 6, 7, 8 🙏 Join this Revolution !!","Form Link to Join PW Team -  

#Hiringalert #Physicswallahfoundation #PWfoundation #Class6th #Class7th #Class8th"
30,Unsung Hero | Shyamji Krishna Verma | Azadi ka Amrit Mahotsav: 75 Years of Independence,"📲PW App Link -  
🌐PW Website -  

📎To Know More Unsung Heroes of India Playlist :  

#ShyamjiKrishnaVerma #Azadikaamritmahotsav #PWshorts #Inspiration #PhysicsWallahFoundation #HargharTiranga #75independenceday #IndianHistory #swatantradiwas #Bharatkeveer #Unsungheroes #Physicswallahfoundation #PWfoundation"
31,"क्या तुम अपने ""भेजे"" को इस्तेमाल कर भी रहे हो!! #Shorts #PhysicsWallah","📲PW App Link -  
🌐PW Website -  

#PWshorts #Inspiration #Physicswallahfoundation #Motivation #Shorts #Shortsfeed #Physicswallah"
32,Something AMAZING! Coming Tomorrow ⚡,"📲PW App Link -  
🌐PW Website -  

#Commercewallah #Physicswallahfoundation #PWfoundation #Class11commerce #Class12commerce #PhysicsWallah #Commerce #Freeclasses #PWcommerce"
33,Unsung Hero | Durgabai Deshmukh | Azadi ka Amrit Mahotsav: 75 Years of Independence,"📲PW App Link -  
🌐PW Website -  

📎To Know More Unsung Heroes of India Playlist :  

#DurgabaiDeshmukh #Azadikaamritmahotsav #PWshorts #Inspiration #PhysicsWallahFoundation #HargharTiranga #75independenceday #IndianHistory #swatantradiwas #Bharatkeveer #Unsungheroes #Physicswallahfoundation #PWfoundation"
34,"""Tough"" Jaisa Kuch Nahi Hota!! ❌️ #Shorts #PhysicsWallah","📲PW App Link -  
🌐PW Website -  

#PWshorts #Inspiration #Physicswallahfoundation #Motivation #Shorts #Shortsfeed #Physicswallah"
35,Unsung Hero | Birsa Munda | Azadi ka Amrit Mahotsav: 75 Years of Independence,"📲PW App Link -  
🌐PW Website -  

📎To Know More Unsung Heroes of India Playlist :  

#BirsaMunda #Azadikaamritmahotsav #PWshorts #Inspiration #PhysicsWallahFoundation #HargharTiranga #75independenceday #IndianHistory #swatantradiwas #Bharatkeveer #Unsungheroes #Physicswallahfoundation #PWfoundation"
36,Class - 8th English Demo lecture by Maya Ma'am | Umang Batch,"Class 8th Umang Batch:  

This is the demo lecture of class 8th English by Maya ma'am.
We have covered the following topics in this lecture.
0:00 - Introduction
1:24 - Contents
2:44 - Introduction to Tense
11:59 - Types of Verb Tenses
17:00 - Rules of these tenses
29:43 - Present Tense
38:40 - Past Tense
41:28 - Future Tense
45:40 - Thank you

Verbs are often used in a way that it indicates or denotes the time when an event occurred. These verbs that take up different forms to indicate the time of an action, event or condition by changing its form are called as tenses. Tenses can be broadly classified into three broad categories:
-Past Tense
-Present Tense
-Future Tense

We hope that you enjoyed the session. For more amazing lectures, Join UMANG batch.The details regarding UMANG batch are mentioned above.""

📎All Subjects DEMO Videos of class 8th Umang Batch Playlist :  
 
 🔴 Details About The Batch :

✒️ We will cover Physics, Chemistry, Biology, Maths, SST, and English. 

✒️ PDF Notes of each Class.

✒️ Recorded Class

✒️ Daily Homework With every class.

✒️ Syllabus Completion by Jan 2023.

✒️ Schedule test planner will be provided.

✒️ The complete course will be accessible to all the students until session 2022-23 Class 8th Exams


📌 PHYSICS WALLAH OTHER CHANNELS :

🌐 PhysicsWallah - Alakh Pandey :  
🌐 Competition Wallah :  
🌐 JEE Wallah :  
🌐 NCERT Wallah :  
🌐 Defence Wallah-NDA :  
🌐 PhysicsWallah English :   
🌐 PW - Hindi Medium :  

📌 PHYSICS WALLAH SOCIAL MEDIA PROFILES :

🌐 Telegram  :  
🌐 Facebook :  
🌐 Instagram :  
🌐 Twitter :  

For any queries or complaints Visit : 
For PW APP :  
For PW Website :  

#Class8english #Umangbatch #Physicswallahfoundation #Pwfoundation #Cbseclass8 #tenseclass8 #NCERT #Class8th #Democlass #English #Physicswallah"
37,Live Orientation Session || Umang - Class 8th 🎉,"Class 8th Umang Batch:  
 
This orientation session contains the basic description of UMANG batch. We have also discussed about the class schedule, Doubt engine, Report and Rating, and also how to contact us if you face any problem. We also have tests in this batch to keep your improvement under check.

We hope that you enjoyed the orientation session. For more amazing lectures, Join UMANG batch.

 🔴 Details About The Batch :

✒️ We will cover Physics, Chemistry, Biology, Maths, SST, and English. 

✒️ PDF Notes of each Class.

✒️ Recorded Class

✒️ Daily Homework With every class.

✒️ Syllabus Completion by Jan 2023.

✒️ Schedule test planner will be provided.

✒️ The complete course will be accessible to all the students until session 2022-23 Class 8th Exams


📌 PHYSICS WALLAH OTHER CHANNELS :

🌐 PhysicsWallah - Alakh Pandey :  
🌐 Competition Wallah :  
🌐 JEE Wallah :  
🌐 NCERT Wallah :  
🌐 Defence Wallah-NDA :  
🌐 PhysicsWallah English :   
🌐 PW - Hindi Medium :  

📌 PHYSICS WALLAH SOCIAL MEDIA PROFILES :

🌐 Telegram  :  
🌐 Facebook :  
🌐 Instagram :  
🌐 Twitter :  

For any queries or complaints Visit : 
For PW APP :  
For PW Website :  

#Class8th #Umang #PhysicsWallahFoundation #PhysicsWallah #Class8 #umangforclass8 #umangphysicswallahfoundation#umangbatchclass8th #umangbatchforclass8 #umangclass8 #umangclass8th"
38,Unsung Hero | Sardar Udham Singh | Azadi ka Amrit Mahotsav: 75 Years of Independence,"📲PW App Link -  
🌐PW Website -  

📎To Know More Unsung Heroes of India Playlist :  

#Sardarudhamsingh #Azadikaamritmahotsav #PWshorts #Inspiration #PhysicsWallahFoundation #HargharTiranga #75independenceday #IndianHistory #swatantradiwas #Bharatkeveer #Unsungheroes #Physicswallahfoundation #PWfoundation"
39,Class - 8th Biology Demo lecture by Bhagyashree Mam | Umang Batch,"Class 8th Umang Batch:  

This is the demo lecture of class 8th Biology by Bhagyashree ma'am.
We have covered the following topics in this lecture.
0:00 - Introduction
2:00 - Every organism needs food!
5:02 - What is crop?
6:57 - Major crops of India
9:37 - Types of crops
16:31 - Questions based on crops
17:53 - Thank You

Crops are plants grown by farmers. Agriculture plays a very important role in the Indian economy. It is the backbone of our country. 70% of the Indian population depends on agriculture for food and money. 
It is the major occupation in rural areas. The cultivation of crops depends primarily on the weather and soil conditions.
India is geographically very vast, hence it has various food and non-food crops which are cultivated in three main cropping seasons which are rabi, Kharif, and Zaid.
India is an important center of rice cultivation. Rice is cultivated in the largest areas in India.
The crops that are grown to feed the human population are known as food crops. 

We hope that you enjoyed the session. For more amazing lectures, Join UMANG batch.The details regarding UMANG batch are mentioned above.

📎All Subjects DEMO Videos of class 8th Umang Batch Playlist :  
 
 🔴 Details About The Batch :

✒️ We will cover Physics, Chemistry, Biology, Maths, SST, and English. 

✒️ PDF Notes of each Class.

✒️ Recorded Class

✒️ Daily Homework With every class.

✒️ Syllabus Completion by Jan 2023.

✒️ Schedule test planner will be provided.

✒️ The complete course will be accessible to all the students until session 2022-23 Class 8th Exams


📌 PHYSICS WALLAH OTHER CHANNELS :

🌐 PhysicsWallah - Alakh Pandey :  
🌐 Competition Wallah :  
🌐 JEE Wallah :  
🌐 NCERT Wallah :  
🌐 Defence Wallah-NDA :  
🌐 PhysicsWallah English :   
🌐 PW - Hindi Medium :  

📌 PHYSICS WALLAH SOCIAL MEDIA PROFILES :

🌐 Telegram  :  
🌐 Facebook :  
🌐 Instagram :  
🌐 Twitter :  

For any queries or complaints Visit : 
For PW APP :  
For PW Website :  

#Class8biology #Umangbatch #Physicswallahfoundation #Pwfoundation #Cbseclass8 #Crop_production_and_management_class 8 #NCERT #Class8th #Democlass #Biology #Physicswallah"
40,"Success Is Sweet, But The Secret Is ""Sweat"" 🔥 #Shorts #Physicswallahfoundation","📲PW App Link -  
🌐PW Website -  

#PWshorts #Inspiration #Physicswallahfoundation #Motivation #Shorts #Shortsfeed #Physicswallah"
41,Unsung Hero | Vasudev Balwant Phadke | Azadi ka Amrit Mahotsav: 75 Years of Independence,"📲PW App Link -  
🌐PW Website -  

📎To Know More Unsung Heroes of India Playlist :  

#Vasudevbalwantphadke  #Azadikaamritmahotsav #PWshorts #Inspiration #PhysicsWallahFoundation #HargharTiranga #75independenceday #IndianHistory #swatantradiwas #Bharatkeveer #Unsungheroes #Physicswallahfoundation #PWfoundation"
42,Class - 8th SST Demo lecture by Shigraf Mam | Umang Batch,"Class 8th Umang Batch:  

This is the demo lecture of class 8th SST by Shigraf ma'am.
We have covered the following topics in this lecture.
0:00 - Introduction
1:08 - Today's goal
3:22 - From trade to territory- The company establishes its power
5:33 - East  India company comes east
14:58 - Major Problem
21:43 - East India company begin to trade in Bengal
28:28 - Steps of Nawabs
36:23 - Battle of Plassey
39:53 - Outcomes
45:08 - Thank you

Battle of Plassey is a battle fought between the East India Company force headed by Robert Clive and Siraj-Ud-Daulah (Nawab of Bengal). The rampant misuse by EIC officials of trade privileges infuriated Siraj. The continuing misconduct by EIC against Siraj-Ud-Daulah led to the battle of Plassey in 1757.
The Battle of Plassey occurred when Nawab of Bengal Siraj-Ud-Daulah did not like the uncontrolled use of privileges by the East India Company’s officials. Also, the company workers stopped paying the taxes, which became one of the reasons for the Battle of Plassey.

We hope that you enjoyed the session. For more amazing lectures, Join UMANG batch. The details regarding UMANG batch are mentioned above.

📎All Subjects DEMO Videos of class 8th Umang Batch Playlist :  
 
 🔴 Details About The Batch :

✒️ We will cover Physics, Chemistry, Biology, Maths, SST, and English. 

✒️ PDF Notes of each Class.

✒️ Recorded Class

✒️ Daily Homework With every class.

✒️ Syllabus Completion by Jan 2023.

✒️ Schedule test planner will be provided.

✒️ The complete course will be accessible to all the students until session 2022-23 Class 8th Exams


📌 PHYSICS WALLAH OTHER CHANNELS :

🌐 PhysicsWallah - Alakh Pandey :  
🌐 Competition Wallah :  
🌐 JEE Wallah :  
🌐 NCERT Wallah :  
🌐 Defence Wallah-NDA :  
🌐 PhysicsWallah English :   
🌐 PW - Hindi Medium :  

📌 PHYSICS WALLAH SOCIAL MEDIA PROFILES :

🌐 Telegram  :  
🌐 Facebook :  
🌐 Instagram :  
🌐 Twitter :  

For any queries or complaints Visit : 
For PW APP :  
For PW Website :  

#Class8SST #History #Umangbatch #Physicswallahfoundation #Pwfoundation #Cbseclass8SST #NCERT #Class8th #Democlass #Socialstudies  #Physicswallah"
43,"""सपने"" Poore Karne Ke Liye !! Phele ""सपने"" Dekhne Padte Hai!! 🔥 #Shorts #Physicswallahfoundation","📲PW App Link -  
🌐PW Website -  

#PWshorts #Inspiration #Physicswallahfoundation #Motivation #Shorts #Shortsfeed #Physicswallah"
44,Unsung Hero | Alluri Sitaram Raju | Azadi ka Amrit Mahotsav: 75 Years of Independence,"📲PW App Link -  
🌐PW Website -  

📎To Know More Unsung Heroes of India Playlist :  

#Allurisitaramaraju #Azadikaamritmahotsav #PWshorts #Inspiration #PhysicsWallahFoundation #HargharTiranga #75independenceday #IndianHistory #swatantradiwas #Bharatkeveer #Unsungheroes #Physicswallahfoundation #PWfoundation"
45,Class - 8th Maths Demo lecture by Ritik Sir | Umang Batch,"Class 8th Umang Batch:  

This is the demo lecture of class 8th Maths by Ritik sir.
We have covered the following topics in this lecture.

Timestamps - 

0:00 - Introduction
1:55 - Today's Goal
2:34 - Recalling Numbers
6:36 - Rational Numbers
15:41 - Equivalent rational numbers
21:20 - Relation between any two rational numbers
22:35 - Questions based on Rational numbers
33:50 - Thank You

A rational number can be defined as any number which can be represented in the form of p/q where q ≠ 0.
Two rational numbers are said to be equivalent if their lowest forms are the same.

We hope that you enjoyed the session. For more amazing lectures, Join UMANG batch. The details regarding UMANG batch are mentioned above.

📎All Subjects DEMO Videos of class 8th Umang Batch Playlist :  
 
 🔴 Details About The Batch :

✒️ We will cover Physics, Chemistry, Biology, Maths, SST, and English. 

✒️ PDF Notes of each Class.

✒️ Recorded Class

✒️ Daily Homework With every class.

✒️ Syllabus Completion by Jan 2023.

✒️ Schedule test planner will be provided.

✒️ The complete course will be accessible to all the students until session 2022-23 Class 8th Exams


📌 PHYSICS WALLAH OTHER CHANNELS :

🌐 PhysicsWallah - Alakh Pandey :  
🌐 Competition Wallah :  
🌐 JEE Wallah :  
🌐 NCERT Wallah :  
🌐 Defence Wallah-NDA :  
🌐 PhysicsWallah English :   
🌐 PW - Hindi Medium :  

📌 PHYSICS WALLAH SOCIAL MEDIA PROFILES :

🌐 Telegram  :  
🌐 Facebook :  
🌐 Instagram :  
🌐 Twitter :  

For any queries or complaints Visit : 
For PW APP :  
For PW Website :  

#Class8Maths #Umangbatch #Physicswallahfoundation #Pwfoundation #Cbseclass8mathematics #NCERT #Class8th #Democlass #Mathematics #Physicswallah"
